,date_time,injured,killed,street_name_primary,street_name_intersecting
838,2016-08,1,0,RANCHO BERNARDO ROAD,
839,2016-08,2,0,MEADE AVENUE,
840,2016-08,2,0,MEADE AVENUE,
841,2016-08,2,0,WOODMAN STREET,
842,2016-08,2,0,WOODMAN STREET,
843,2016-08,1,0,COLLEGE AVENUE,MONTEZUMA ROAD
844,2016-08,1,0,COLLEGE AVENUE,MONTEZUMA ROAD
845,2016-08,1,0,COLLEGE AVENUE,MONTEZUMA ROAD
851,2016-08,1,0,MORENA BOULEVARD,
852,2016-08,0,0,GARNET AVENUE,
853,2016-08,0,0,GARNET AVENUE,
854,2016-08,1,0,UNIVERSITY AVENUE,
855,2016-08,1,0,UNIVERSITY AVENUE,
859,2016-08,0,0,AKINS AVENUE,
860,2016-08,0,0,AKINS AVENUE,
864,2016-08,2,0,TAYLOR STREET,
865,2016-08,2,0,TAYLOR STREET,
867,2016-08,1,0,UNIVERSITY AVENUE,
868,2016-08,1,0,UNIVERSITY AVENUE,
869,2016-08,1,0,WESTONHILL DRIVE,
870,2016-08,1,0,WESTONHILL DRIVE,
874,2016-08,0,0,ZION AVENUE,
875,2016-08,0,0,UNIVERSITY AVENUE,
876,2016-08,0,0,PALM AVENUE,
877,2016-08,1,0,LOGAN AVENUE,
878,2016-08,1,0,LOGAN AVENUE,
881,2016-08,1,0,LA JOLLA BOULEVARD,
884,2016-08,1,0,BALBOA AVENUE,
885,2016-08,1,0,BALBOA AVENUE,
886,2016-08,0,0,STONECREST BOULEVARD,
887,2016-08,0,0,SCRIPPS POWAY PARKWAY,
888,2016-08,0,0,BALBOA AVENUE,
892,2016-08,0,0,BERYL STREET,LAMONT STREET
893,2016-08,1,0,BEYER WAY,
895,2016-08,0,0,REED AVENUE,
896,2016-08,0,0,REED AVENUE,
897,2016-08,1,0,UNIVERSITY AVENUE,
899,2016-08,1,0,DEL CERRO BOULEVARD,
900,2016-08,1,0,DEL CERRO BOULEVARD,
901,2016-08,1,0,DEL CERRO BOULEVARD,
902,2016-08,1,0,GRAND AVENUE,
908,2016-08,0,0,IMPERIAL AVENUE,
909,2016-08,0,0,IMPERIAL AVENUE,
912,2016-08,0,0,MEADOWBROOK DRIVE,
914,2016-08,0,0,KEARNY VILLA ROAD,
916,2016-08,3,0,SAN PASQUAL VALLEY ROAD,
917,2016-08,3,0,SAN PASQUAL VALLEY ROAD,
918,2016-08,1,0,HILLERY DRIVE,
919,2016-08,1,0,HILLERY DRIVE,
920,2016-08,1,0,GREENFORD DRIVE,
921,2016-08,1,0,GREENFORD DRIVE,
922,2016-08,1,0,POMERADO ROAD,
923,2016-08,1,0,POMERADO ROAD,
932,2016-08,0,0,TAYLOR STREET,
933,2016-08,1,0,DEL SOL BOULEVARD,
934,2016-08,1,0,DEL SOL BOULEVARD,
937,2016-08,1,0,REGENTS ROAD,
938,2016-08,1,0,REGENTS ROAD,
939,2016-08,1,0,SIEMPRE VIVA ROAD,
940,2016-08,1,0,SIEMPRE VIVA ROAD,
941,2016-08,3,0,MAST BOULEVARD,
942,2016-08,3,0,MAST BOULEVARD,
943,2016-08,1,0,CARMEL MTN ROAD,
944,2016-08,1,0,CARMEL MTN ROAD,
946,2016-08,1,0,MIRA MESA BOULEVARD,
947,2016-08,1,0,MIRA MESA BOULEVARD,
948,2016-08,1,0,CLAIREMONT DRIVE,
949,2016-08,0,0,LA JOLLA VILLAGE DRIVE,
952,2016-08,1,0,BALBOA AVENUE,
953,2016-08,1,0,BALBOA AVENUE,
954,2016-08,1,0,ISLAND AVENUE,
955,2016-08,0,0,CARMEL VALLEY ROAD,
956,2016-08,2,0,SUNSET CLIFFS BOULEVARD,
957,2016-08,2,0,SUNSET CLIFFS BOULEVARD,
963,2016-08,0,0,ASHFORD STREET,
964,2016-08,0,0,MONROE AVENUE,
970,2016-08,1,0,ALVARADO ROAD,
971,2016-08,1,0,ALVARADO ROAD,
972,2016-08,1,0,ALVARADO ROAD,
973,2016-08,1,0,ALVARADO ROAD,
974,2016-08,0,0,GARNET AVENUE,
975,2016-08,1,0,F STREET,
976,2016-08,1,0,F STREET,
979,2016-08,1,0,NIMITZ BOULEVARD,
980,2016-08,1,0,NIMITZ BOULEVARD,
981,2016-08,2,0,MIRAMAR ROAD,
982,2016-08,2,0,MIRAMAR ROAD,
985,2016-08,0,0,HOME AVENUE,
986,2016-08,2,0,PALM AVENUE,
987,2016-08,2,0,PALM AVENUE,
988,2016-08,1,0,EL CAJON BOULEVARD,
989,2016-08,1,0,EL CAJON BOULEVARD,
990,2016-08,2,0,COLLEGE AVENUE,
991,2016-08,2,0,COLLEGE AVENUE,
992,2016-08,2,0,COLLEGE AVENUE,
993,2016-08,0,0,POTOMAC STREET,
994,2016-08,0,0,POTOMAC STREET,
995,2016-08,0,0,POTOMAC STREET,
996,2016-08,0,0,POTOMAC STREET,
997,2016-08,0,0,MISSION BOULEVARD,
1001,2016-08,1,0,MIRA MESA BOULEVARD,
1002,2016-08,0,0,GARNET AVENUE,
1003,2016-08,0,0,GARNET AVENUE,
1004,2016-08,0,0,GARNET AVENUE,
1005,2016-08,0,0,GARNET AVENUE,
1006,2016-08,2,0,SAN PASQUAL VALLEY ROAD,
1007,2016-08,2,0,EUCLID AVENUE,
1008,2016-08,2,0,EUCLID AVENUE,
1009,2016-08,1,0,SEA WORLD DRIVE,
1012,2016-08,1,0,AKINS AVENUE,
1017,2016-08,2,0,MARLBOROUGH DRIVE,
1018,2016-08,2,0,MARLBOROUGH DRIVE,
1019,2016-08,1,0,LINDA VISTA ROAD,
1020,2016-08,1,0,LINDA VISTA ROAD,
1021,2016-08,1,0,LINDA VISTA ROAD,
1026,2016-08,1,0,WARING ROAD,
1027,2016-08,1,0,WARING ROAD,
1028,2016-08,1,0,WARING ROAD,
1029,2016-08,1,0,MISSION BOULEVARD,
1030,2016-08,1,0,MISSION BOULEVARD,
1031,2016-08,0,0,CONGRESS STREET,
1035,2016-08,0,0,FAIRMOUNT AVENUE,
1036,2016-08,1,0,RANCHO PENASQUITOS BOULEVARD,
1037,2016-08,1,0,RANCHO PENASQUITOS BOULEVARD,
1038,2016-08,0,0,THOMAS AVENUE,
1041,2016-08,0,0,MARKET STREET,
1042,2016-08,0,0,HAINES STREET,
1043,2016-08,0,0,EL CAJON BOULEVARD,
1044,2016-08,0,0,EL CAJON BOULEVARD,
1046,2016-08,0,0,MARLBOROUGH AVENUE,
1047,2016-08,0,0,EUCLID AVENUE,
1048,2016-08,1,0,SAN PASQUAL VALLEY ROAD,
1051,2016-08,2,0,ASH STREET,
1052,2016-08,2,0,ASH STREET,
1053,2016-08,2,0,ASH STREET,
1054,2016-08,1,0,EL CAJON BOULEVARD,
1055,2016-08,1,0,EL CAJON BOULEVARD,
1056,2016-08,1,0,EL CAJON BOULEVARD,
1057,2016-08,1,0,EL CAJON BOULEVARD,
1058,2016-08,1,0,EUCLID AVENUE,
1059,2016-08,1,0,BARNETT AVENUE,
1060,2016-08,0,0,GENESEE AVENUE,
1061,2016-08,0,0,MORENA BOULEVARD,
1062,2016-08,0,0,EL CAJON BOULEVARD,
1063,2016-08,1,0,CARMEL MTN ROAD,
1064,2016-08,1,0,CARMEL MTN ROAD,
1067,2016-08,1,0,NAVAJO ROAD,
1068,2016-08,1,0,NAVAJO ROAD,
1069,2016-08,1,0,RIVERDALE STREET,
1070,2016-08,1,0,RIVERDALE STREET,
1071,2016-08,1,0,MADISON AVENUE,
1072,2016-08,1,0,MADISON AVENUE,
1078,2016-08,0,0,SKYLINE DRIVE,
1079,2016-08,0,0,TORREY PINES ROAD,
1081,2016-08,1,0,ARMSTRONG STREET,
1082,2016-08,1,0,ARMSTRONG STREET,
1083,2016-08,1,0,ARMSTRONG STREET,
1084,2016-08,0,0,BROOKHAVEN ROAD,
1085,2016-08,1,0,GENESEE AVENUE,
1086,2016-08,1,0,GENESEE AVENUE,
1087,2016-08,1,0,CLAIREMONT MESA BOULEVARD,
1088,2016-08,1,0,CLAIREMONT MESA BOULEVARD,
1089,2016-08,2,0,MILTON STREET,
1090,2016-08,2,0,MILTON STREET,
1091,2016-08,2,0,FRIARS ROAD,
1092,2016-08,2,0,FRIARS ROAD,
1093,2016-08,3,0,MIRA SORRENTO PLACE,
1094,2016-08,3,0,MIRA SORRENTO PLACE,
1096,2016-08,1,0,ROBINSON AVENUE,
1097,2016-08,0,0,BLACK MTN ROAD,
1098,2016-08,2,0,NIMITZ BOULEVARD,
1101,2016-08,0,0,ROBINSON AVENUE,
1102,2016-08,0,0,ROBINSON AVENUE,
1103,2016-08,0,0,FROST STREET,
1104,2016-08,1,0,ORANGE AVENUE,
1105,2016-08,1,0,ORANGE AVENUE,
1107,2016-08,0,0,CLAIREMONT MESA BOULEVARD,
1108,2016-08,2,0,COLLEGE AVENUE,
1109,2016-08,2,0,COLLEGE AVENUE,
1110,2016-08,2,0,COLLEGE AVENUE,
1111,2016-08,2,0,COLLEGE AVENUE,
1112,2016-08,2,0,COLLEGE AVENUE,
1113,2016-08,2,0,COLLEGE AVENUE,
1115,2016-08,0,0,UTAH STREET,
1117,2016-08,0,0,ZOO PLACE,
1118,2016-08,1,0,F STREET,
1119,2016-08,0,0,RIO SAN DIEGO DRIVE,
1120,2016-08,0,0,REO DRIVE,
1122,2016-08,2,0,SAN PASQUAL VALLEY ROAD,
1123,2016-08,2,0,SAN PASQUAL VALLEY ROAD,
1124,2016-08,1,0,KETTNER BOULEVARD,
1126,2016-08,1,0,REO DRIVE,
1127,2016-08,1,0,REO DRIVE,
1128,2016-08,3,0,COLLEGE AVENUE,
1129,2016-08,3,0,COLLEGE AVENUE,
1130,2016-08,3,0,COLLEGE AVENUE,
1131,2016-08,3,0,COLLEGE AVENUE,
1132,2016-08,1,0,GEMINI AVENUE,
1133,2016-08,1,0,GEMINI AVENUE,
1134,2016-08,0,0,COLLEGE AVENUE,
1136,2016-08,0,0,VILLA LA JOLLA DRIVE,
1137,2016-08,0,0,MONTEZUMA ROAD,
1139,2016-08,0,0,CARGILL AVENUE,
1140,2016-08,0,0,CARGILL AVENUE,
1141,2016-08,0,0,CARGILL AVENUE,
1142,2016-08,0,0,CARGILL AVENUE,
1143,2016-08,0,0,CARGILL AVENUE,
1144,2016-08,0,0,CARGILL AVENUE,
1145,2016-08,0,0,CARGILL AVENUE,
1146,2016-08,0,0,CARGILL AVENUE,
1150,2016-08,1,0,ADAMS AVENUE,
1151,2016-08,0,0,GRAND AVENUE,
1152,2016-08,1,0,PEARL STREET,
1153,2016-08,1,0,PEARL STREET,
1154,2016-08,0,0,INGRAHAM STREET,
1155,2016-08,0,0,MESA COLLEGE DRIVE,
1156,2016-08,0,0,CHOLLAS ROAD,
1159,2016-08,0,0,GREENBRIER AVENUE,
1160,2016-08,1,0,MIRAMAR ROAD,
1161,2016-08,1,0,MIRAMAR ROAD,
1162,2016-08,1,0,MIRAMAR ROAD,
1163,2016-08,0,0,WILLOW CREEK ROAD,
1164,2016-08,1,0,MARKET STREET,
1165,2016-08,1,0,MARKET STREET,
1166,2016-08,1,0,MIRA MESA BOULEVARD,
1167,2016-08,1,0,MIRA MESA BOULEVARD,
1168,2016-08,0,0,EUCLID AVENUE,
1169,2016-08,0,0,MONTEZUMA ROAD,
1170,2016-08,0,0,MONTEZUMA ROAD,
1173,2016-08,2,0,COMMERCIAL STREET,
1174,2016-08,2,0,COMMERCIAL STREET,
1175,2016-08,1,0,MISSION CENTER ROAD,
1177,2016-08,1,0,ACWORTH AVENUE,
1178,2016-08,1,0,PACIFIC HIGHWAY,
1179,2016-08,0,0,CARROLL CANYON ROAD,
1180,2016-08,1,0,HAWTHORN STREET,
1181,2016-08,0,0,PALM AVENUE,
1182,2016-08,0,0,PALM AVENUE,
1183,2016-09,0,0,VILLA LA JOLLA DRIVE,
1185,2016-09,0,0,VAN DYKE AVENUE,
1186,2016-09,0,0,VAN DYKE AVENUE,
1187,2016-09,0,0,SUNSET CLIFFS BOULEVARD,
1188,2016-09,0,0,SUNSET CLIFFS BOULEVARD,
1189,2016-09,1,0,MONTEZUMA ROAD,
1191,2016-09,0,0,SEMILLON BOULEVARD,
1192,2016-09,0,0,SEMILLON BOULEVARD,
1193,2016-09,4,0,MONROE AVENUE,
1194,2016-09,4,0,MONROE AVENUE,
1196,2016-09,1,0,CEDAR STREET,
1197,2016-09,1,0,CEDAR STREET,
1198,2016-09,1,0,TORREY PINES ROAD,
1199,2016-09,0,0,MIRA MESA BOULEVARD,
1200,2016-09,2,0,MARKET STREET,
1201,2016-09,2,0,MARKET STREET,
1206,2016-09,1,0,GARNET AVENUE,
1207,2016-09,1,0,GARNET AVENUE,
1208,2016-09,0,0,MORENA BOULEVARD,
1209,2016-09,0,0,MORENA BOULEVARD,
1210,2016-09,0,0,TEXAS STREET,
1211,2016-09,1,0,HILLTOP DRIVE,
1212,2016-09,2,0,PALM STREET,
1213,2016-09,2,0,PALM STREET,
1214,2016-09,2,0,PALM STREET,
1217,2016-09,0,0,TWIN TRAILS DRIVE,
1219,2016-09,1,0,FEDERAL BOULEVARD,
1220,2016-09,1,0,FEDERAL BOULEVARD,
1221,2016-09,0,0,EUCLID AVENUE,
1225,2016-09,0,0,BLACK MTN ROAD,
1226,2016-09,0,0,BLACK MTN ROAD,
1227,2016-09,0,0,BALBOA AVENUE,
1228,2016-09,0,0,NIMITZ BOULEVARD,
1229,2016-09,2,0,GENESEE AVENUE,
1230,2016-09,2,0,GENESEE AVENUE,
1232,2016-09,0,0,WABASKA DRIVE,
1233,2016-09,0,0,DELTA STREET,
1235,2016-09,0,0,LAKE MURRAY BOULEVARD,
1236,2016-09,0,0,KURTZ STREET,
1237,2016-09,1,0,OCEAN VIEW BOULEVARD,
1238,2016-09,0,0,CENTRAL AVENUE,
1239,2016-09,0,0,CENTRAL AVENUE,
1240,2016-09,0,2,NAVAJO ROAD,
1241,2016-09,0,2,NAVAJO ROAD,
1242,2016-09,1,0,MONTEZUMA ROAD,
1243,2016-09,1,0,MONTEZUMA ROAD,
1244,2016-09,1,0,MONTEZUMA ROAD,
1247,2016-09,0,0,MARKET STREET,
1248,2016-09,0,0,MARKET STREET,
1251,2016-09,1,0,SANDROCK ROAD,
1254,2016-09,0,0,EL CAJON BOULEVARD,
1257,2016-09,1,0,DEL MAR HEIGHTS ROAD,I-5 SB
1258,2016-09,1,0,DEL MAR HEIGHTS ROAD,I-5 SB
1259,2016-09,1,0,SOLEDAD MTN ROAD,
1260,2016-09,1,0,SOLEDAD MTN ROAD,
1262,2016-09,0,0,COLLEGE AVENUE,
1263,2016-09,0,0,IMPERIAL AVENUE,
1264,2016-09,0,0,QUALCOMM WAY,
1265,2016-09,1,0,COLLWOOD BOULEVARD,
1266,2016-09,1,0,COLLWOOD BOULEVARD,
1273,2016-09,0,0,TORREY PINES ROAD,
1274,2016-09,1,0,PALM AVENUE,
1275,2016-09,1,0,PALM AVENUE,
1276,2016-09,2,0,THOMAS AVENUE,
1277,2016-09,2,0,THOMAS AVENUE,
1278,2016-09,0,0,EL CAJON BOULEVARD,
1279,2016-09,0,0,MONUMENT ROAD,
1280,2016-09,0,0,FAY AVENUE,
1281,2016-09,2,0,MIRAMAR ROAD,
1282,2016-09,2,0,MIRAMAR ROAD,
1284,2016-09,0,0,COLLEGE AVENUE,
1285,2016-09,1,0,NEWPORT AVENUE,
1286,2016-09,0,0,GENESEE AVENUE,
1287,2016-09,0,0,GENESEE AVENUE,
1288,2016-09,2,0,G STREET,
1289,2016-09,2,0,G STREET,
1290,2016-09,0,0,FRIARS ROAD,
1291,2016-09,0,0,FRONT STREET,
1293,2016-09,1,0,SPORTS ARENA BOULEVARD,
1294,2016-09,1,0,SPORTS ARENA BOULEVARD,
1295,2016-09,0,0,TAYLOR STREET,
1297,2016-09,1,0,GRAND AVENUE,
1299,2016-09,1,0,MORENA BOULEVARD,
1302,2016-09,0,0,PARADISE VALLEY ROAD,
1303,2016-09,0,0,PARADISE VALLEY ROAD,
1304,2016-09,0,0,PARADISE VALLEY ROAD,
1305,2016-09,0,0,PARADISE VALLEY ROAD,
1306,2016-09,1,0,ROBINSON AVENUE,
1307,2016-09,1,0,ROBINSON AVENUE,
1308,2016-09,1,0,ROBINSON AVENUE,
1309,2016-09,1,0,GARNET AVENUE,
1310,2016-09,1,0,GARNET AVENUE,
1311,2016-09,1,0,DAGGET STREET,
1312,2016-09,1,0,DAGGET STREET,
1313,2016-09,0,0,SPORTS ARENA BOULEVARD,
1314,2016-09,0,0,MONTEZUMA ROAD,
1320,2016-09,2,0,EL CAJON BOULEVARD,
1321,2016-09,0,0,UNIVERSITY AVENUE,
1322,2016-09,1,0,REGENTS ROAD,
1323,2016-09,1,0,REGENTS ROAD,
1327,2016-09,1,0,MIDWAY DRIVE,
1328,2016-09,1,0,MIDWAY DRIVE,
1329,2016-09,0,0,FRIARS ROAD,
1331,2016-09,0,0,NIMITZ BOULEVARD,
1332,2016-09,0,0,OHIO STREET,
1335,2016-09,1,0,SCRIPPS POWAY PARKWAY,
1336,2016-09,0,0,DIVISION STREET,
1337,2016-09,0,0,DIVISION STREET,
1339,2016-09,0,0,WARING ROAD,
1340,2016-09,0,0,WARING ROAD,
1341,2016-09,0,0,MISSION BOULEVARD,
1342,2016-09,0,0,MISSION BOULEVARD,
1344,2016-09,1,0,LA JOLLA PARKWAY,TORREY PINES ROAD
1345,2016-09,1,0,LA JOLLA PARKWAY,TORREY PINES ROAD
1346,2016-09,0,0,ALTA VIEW DRIVE,
1347,2016-09,0,0,NORTHSIDE DRIVE,
1348,2016-09,0,0,REED AVENUE,
1349,2016-09,0,0,REED AVENUE,
1352,2016-09,1,0,CONVOY STREET,
1353,2016-09,0,0,FEDERAL BOULEVARD,
1356,2016-09,0,0,MURPHY CANYON ROAD,
1357,2016-09,0,0,ROSECRANS STREET,
1358,2016-09,0,0,MIRA MESA BOULEVARD,
1359,2016-09,0,0,MIRA MESA BOULEVARD,
1360,2016-09,0,0,MIRA MESA BOULEVARD,
1361,2016-09,0,0,MIRA MESA BOULEVARD,
1362,2016-09,0,0,MIRA MESA BOULEVARD,
1363,2016-09,0,0,GARNET AVENUE,
1364,2016-09,0,0,GARNET AVENUE,
1365,2016-09,2,0,CROWN POINT DRIVE,MOORLAND DRIVE
1366,2016-09,2,0,CROWN POINT DRIVE,MOORLAND DRIVE
1367,2016-09,2,0,CROWN POINT DRIVE,MOORLAND DRIVE
1368,2016-09,0,0,FAIRMOUNT AVENUE,
1369,2016-09,0,0,INGRAHAM STREET,
1371,2016-09,0,0,FRIARS ROAD,
1372,2016-09,0,0,MIRA MESA BOULEVARD,
1373,2016-09,1,0,MORENA BOULEVARD,
1378,2016-09,0,0,DAIRY MART ROAD,SAN YSIDRO BOULEVARD
1379,2016-09,1,0,ORANGE AVENUE,
1380,2016-09,1,0,ORANGE AVENUE,
1381,2016-09,1,0,MISSION BOULEVARD,
1382,2016-09,1,0,MISSION BOULEVARD,
1386,2016-09,0,0,BOUNDARY STREET,
1387,2016-09,1,0,MAIN STREET,
1388,2016-09,1,0,MAIN STREET,
1389,2016-09,0,0,EUCLID AVENUE,
1390,2016-09,0,0,HAWTHORN STREET,
1391,2016-09,0,0,VOLTAIRE STREET,
1394,2016-09,0,0,UNIVERSITY AVENUE,
1395,2016-09,0,0,WIGHTMAN STREET,
1397,2016-09,0,0,IMPERIAL AVENUE,
1399,2016-09,0,0,GRAND AVENUE,
1403,2016-09,0,0,FLORIDA DRIVE,MORLEY FIELD DRIVE
1404,2016-09,0,0,ROSECRANS STREET,
1405,2016-09,3,0,POMERADO ROAD,
1406,2016-09,3,0,POMERADO ROAD,
1408,2016-09,0,0,QUALCOMM WAY,
1409,2016-09,0,0,QUALCOMM WAY,
1410,2016-09,0,0,A STREET,
1411,2016-09,0,0,A STREET,
1412,2016-09,0,0,CLAIREMONT DRIVE,
1413,2016-09,0,0,WINONA AVENUE,
1414,2016-09,1,0,POMERADO ROAD,
1415,2016-09,1,0,POMERADO ROAD,
1416,2016-09,0,0,LAMONT STREET,
1417,2016-09,1,0,MIRAMAR WAY,
1418,2016-09,1,0,MIRAMAR WAY,
1419,2016-09,1,0,AERO DRIVE,
1420,2016-09,1,0,AERO DRIVE,
1423,2016-09,0,0,EL CAJON BOULEVARD,
1427,2016-09,1,0,WASHINGTON STREET,
1428,2016-09,1,0,WASHINGTON STREET,
1429,2016-09,1,0,NOBEL DRIVE,
1430,2016-09,1,0,NOBEL DRIVE,
1431,2016-09,1,0,HOWARD AVENUE,
1432,2016-09,1,0,HOWARD AVENUE,
1433,2016-09,1,0,HOWARD AVENUE,
1434,2016-09,0,0,PALM AVENUE,
1435,2016-09,1,0,MIRAMAR WAY,
1436,2016-09,1,0,MIRAMAR WAY,
1439,2016-09,2,0,MONTEZUMA ROAD,
1440,2016-09,2,0,MONTEZUMA ROAD,
1441,2016-09,2,0,MONTEZUMA ROAD,
1445,2016-09,0,0,MISSION BAY DRIVE,
1448,2016-09,1,0,NATIONAL AVENUE,SAMPSON STREET
1449,2016-09,1,0,NATIONAL AVENUE,SAMPSON STREET
1452,2016-09,1,0,CASS STREET,
1453,2016-09,1,0,CASS STREET,
1454,2016-09,1,0,TORREY PINES ROAD,
1455,2016-09,1,0,MIRAMAR ROAD,
1456,2016-09,1,0,MIRAMAR ROAD,
1461,2016-09,1,0,OCEAN VIEW HILLS PARKWAY,
1462,2016-09,1,0,OCEAN VIEW HILLS PARKWAY,
1463,2016-09,2,0,EUCLID AVENUE,
1464,2016-09,2,0,EUCLID AVENUE,
1465,2016-09,2,0,EUCLID AVENUE,
1466,2016-09,0,0,UNIVERSITY AVENUE,
1467,2016-09,0,0,UNIVERSITY AVENUE,
1468,2016-09,0,0,KURTZ STREET,
1469,2016-09,0,0,KURTZ STREET,
1470,2016-09,0,0,BALBOA AVENUE,
1471,2016-09,0,0,GENESEE AVENUE,
1474,2016-09,3,0,UNIVERSITY AVENUE,
1475,2016-09,0,0,VERMONT STREET,
1477,2016-09,0,0,MIRA MESA BOULEVARD,
1478,2016-09,0,0,MIRA MESA BOULEVARD,
1479,2016-09,0,0,CABLE STREET,
1480,2016-09,1,0,EL CAJON BOULEVARD,
1481,2016-09,1,0,EL CAJON BOULEVARD,
1482,2016-09,0,0,COPLEY DRIVE,
1489,2016-09,1,0,WESTVIEW PARKWAY,
1490,2016-09,1,0,WESTVIEW PARKWAY,
1492,2016-09,1,0,MISSION GORGE ROAD,
1493,2016-09,1,0,MISSION GORGE ROAD,
1494,2016-09,2,0,MIRA MESA BOULEVARD,
1495,2016-09,2,0,MIRA MESA BOULEVARD,
1498,2016-09,2,0,GRAPE STREET,
1499,2016-09,2,0,GRAPE STREET,
1504,2016-09,0,0,NAVAJO ROAD,
1505,2016-09,0,0,NAVAJO ROAD,
1509,2016-09,0,0,MONTEZUMA ROAD,
1510,2016-09,0,0,MONTEZUMA ROAD,
1511,2016-09,0,0,SASSAFRAS STREET,
1512,2016-09,2,0,POMERADO ROAD,
1513,2016-09,2,0,POMERADO ROAD,
1514,2016-09,0,0,NEWPORT AVENUE,
1515,2016-09,0,0,ADAMS AVENUE,
1516,2016-09,1,0,MIDWAY DRIVE,
1517,2016-09,1,0,MIDWAY DRIVE,
1518,2016-09,0,0,MARKET STREET,
1519,2016-09,0,0,FRAZEE ROAD,
1520,2016-09,2,0,BLACK MTN ROAD,
1521,2016-09,2,0,BLACK MTN ROAD,
1522,2016-09,2,0,BLACK MTN ROAD,
1523,2016-09,2,0,UNIVERSITY AVENUE,
1524,2016-09,2,0,UNIVERSITY AVENUE,
1525,2016-09,0,0,CORONADO AVENUE,
1526,2016-09,1,0,RANCHO PENASQUITOS BOULEVARD,
1527,2016-09,1,0,PALM AVENUE,
1528,2016-09,1,0,PALM AVENUE,
1531,2016-09,0,0,DEL MAR AVENUE,
1532,2016-09,0,0,KURTZ STREET,
1534,2016-09,3,0,EL CAJON BOULEVARD,
1535,2016-09,3,0,EL CAJON BOULEVARD,
1538,2016-09,1,0,LAUREL STREET,
1539,2016-09,1,0,LAUREL STREET,
1541,2016-09,0,0,CLAIREMONT DRIVE,
1542,2016-09,1,0,CLAIREMONT MESA BOULEVARD,
1543,2016-09,1,0,CLAIREMONT MESA BOULEVARD,
1544,2016-09,0,0,EL CAJON BOULEVARD,
1548,2016-09,2,0,A STREET,
1549,2016-09,2,0,A STREET,
1550,2016-09,2,0,A STREET,
1551,2016-09,2,0,A STREET,
1552,2016-09,1,0,PENASQUITOS DRIVE,
1553,2016-09,1,0,TED WILLIAMS PARKWAY,
1554,2016-09,1,0,TED WILLIAMS PARKWAY,
1555,2016-09,0,0,GARNET AVENUE,
1556,2016-09,1,0,FANUEL STREET,
1557,2016-09,1,0,FANUEL STREET,
1559,2016-09,1,0,FLANDERS DRIVE,
1560,2016-09,1,0,FLANDERS DRIVE,
1561,2016-09,1,0,GENESEE AVENUE,
1562,2016-09,1,0,GENESEE AVENUE,
1564,2016-09,2,0,PARADISE VALLEY ROAD,
1565,2016-09,2,0,PARADISE VALLEY ROAD,
1566,2016-09,0,0,BLACK MTN ROAD,
1567,2016-09,0,0,BLACK MTN ROAD,
1568,2016-09,0,0,CATALINA BOULEVARD,
1569,2016-09,1,0,GARNET AVENUE,NOYES STREET
1570,2016-09,1,0,GARNET AVENUE,NOYES STREET
1571,2016-09,1,0,GARNET AVENUE,NOYES STREET
1572,2016-09,0,0,CRAWFORD STREET,
1573,2016-09,0,0,HOWARD AVENUE,
1575,2016-09,1,0,HOWARD AVENUE,
1576,2016-09,1,0,HOWARD AVENUE,
1577,2016-09,1,0,SHAWLINE STREET,
1578,2016-09,2,0,CABLE STREET,
1579,2016-09,0,0,CAPRICORN WAY,
1580,2016-09,0,0,CAPRICORN WAY,
1585,2016-09,1,0,MAYA LINDA ROAD,
1586,2016-09,1,0,MAYA LINDA ROAD,
1587,2016-09,1,0,MAYA LINDA ROAD,
1588,2016-09,1,0,MAYA LINDA ROAD,
1589,2016-09,1,0,MAYA LINDA ROAD,
1590,2016-09,1,0,MAYA LINDA ROAD,
1591,2016-09,0,0,GARNET AVENUE,
1592,2016-09,2,0,MEADOWBROOK DRIVE,
1593,2016-09,2,0,MEADOWBROOK DRIVE,
1594,2016-09,1,0,INDIA STREET,
1595,2016-09,1,0,UNIVERSITY AVENUE,
1596,2016-09,1,0,ESCALA DRIVE,
1597,2016-09,1,0,ESCALA DRIVE,
1598,2016-09,1,0,GARNET AVENUE,
1599,2016-09,1,0,GARNET AVENUE,
1601,2016-09,0,0,OUTER ROAD,
1602,2016-09,0,0,OUTER ROAD,
1603,2016-09,1,0,RANCHO PENASQUITOS BOULEVARD,
1604,2016-09,1,0,RANCHO PENASQUITOS BOULEVARD,
1605,2016-09,1,0,COLLEGE AVENUE,
1606,2016-09,1,0,COLLEGE AVENUE,
1607,2016-09,1,0,COLLEGE AVENUE,
1611,2016-09,0,0,SHAWLINE STREET,
1615,2016-09,2,0,IMPERIAL AVENUE,
1616,2016-09,2,0,IMPERIAL AVENUE,
1617,2016-09,0,0,MAIN STREET,
1618,2016-09,0,0,DIVISION STREET,
1619,2016-09,2,0,CARMEL MTN ROAD,
1620,2016-09,2,0,CARMEL MTN ROAD,
1621,2016-09,1,0,CARMEL VALLEY ROAD,
1622,2016-09,0,0,OCEAN VIEW BOULEVARD,
1624,2016-09,0,0,CHATSWORTH BOULEVARD,
1625,2016-09,0,0,CHATSWORTH BOULEVARD,
1626,2016-09,1,0,SKYLINE DRIVE,
1627,2016-09,0,0,EUCLID AVENUE,
1628,2016-09,0,0,EUCLID AVENUE,
1629,2016-09,0,0,LINDA VISTA ROAD,
1631,2016-09,0,0,G STREET,
1632,2016-09,1,0,EL CAJON BOULEVARD,
